Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;TipoVial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ya ejecutado;Importe 2025;Gasto ejecutado año en curso;Importe 2026;Importe 2027;Importe 2028;Resto Anualidades;Gasto ejecutado;Presupuesto Total (Previsto);Estado;Observaciones;Url_fotografia;Fecha de los datos;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;52;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VALLECAS 2,70;2021;2027;;218;VILLA DE VALLECAS;Avda. Ensanche de Vallecas, 33;Avenida;Ensanche de Vallecas, 33;33;40.363734242880575;-3.6006287359992024;15;VIVENDA;4072689,80;5961248,02;2747503,98;5588670,02;3006292,23;0,00;0,00;6820193,78;18628900,07;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;53;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICÁLVARO LA CATALANA 1B Y 1 C;2021;2028;;219;VICÁLVARO;C/ del Abad Juan Catalán,62;Calle;Abad Juan Catalán,62;62;40.40736336216644;-3.5918692783231014;15;VIVENDA;613069,22;2372880,01;682375,48;5536720,03;5536720,03;1759810,79;0,00;1295444,70;15819200,08;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;41/23;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER 4.8.2 D DE LA UE1 DEL UZI 0.10 “ENSANCHE DE CARABA;2023;2029;;211;CARABANCHEL;C/Tremis, 2;Calle ;Tremis;2;40.36447501574453;-3.7466021071632807;15;VIVENDA;86415,78;427843,89;4550,57;2567063,32;2567063,32;2567063,32;341428,11;90966,35;8556877,74;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;54;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER.PASEO DIRECCIÓN 05 C1;2025;2030;;206;TETUÁN;Paseo Dirección, 318;Paseo;De la Dirección;318;40.46941008974679;-3.7049882192727357;15;VIVENDA;0,00;422423,44;9075,00;4224234,44;10560586,11;14784820,56;12250279,90;9075,00;42242344,45;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;55;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. MAHOU CALDERON RC3;2025;2030;;202;ARGANZUELA;Paseo Imperial, 34 ;Paseo;Imperial ;34;40.403402095179395;-3.715811557670815;15;VIVENDA;0,00;389091,33;2480,74;3890913,27;9727283,18;13618196,45;11283648,48;2480,74;38909132,71;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;56;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. BARRIO AEROPUERTO 01 (R1);2025;2029;;221;BARAJAS;Calle Trespaderne;Calle;Trespaderne;;40.451365819486;-3.5809551319087967;15;VIVENDA;0,00;55330,70;0,00;553307,03;1383267,56;1936574,59;1604590,38;0,00;5533070,26;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;57/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER.OFELIA NIETO;2025;2030;;206;TETUÁN;Calle Sanchez Preciado, 32;Calle;Sanchez Preciados;32;40.46006128674234;-3.7110501895793013;15;VIVENDA;0,00;63009,43;7347,28;630094,31;1575235,77;2205330,07;1827273,49;7347,28;6300943,07;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;39/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. BERROCALES F3 2.8.1;2025;2030;;219;VICÁLVARO;-;-;-;;40.369026;-3.581555;15;VIVENDA;0,00;153152,24;0,00;1531522,42;3828806,05;5360328,47;4241698,85;0,00;15115508,03;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;40/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. BERROCALES F3 3.8.1+3.8.2;2025;2030;;219;VICÁLVARO;-;-;-;;40.369694;-3.580917;15;VIVENDA;0,00;358539,01;0,00;3585390,07;8963475,17;12548865,24;7913080,10;0,00;33369349,59;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;41/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. BERROCALES F3 4.8.1+4.8.2;2025;2030;;219;VICÁLVARO;-;-;-;;40.370552;-3.580246;15;VIVENDA;0,00;358539,01;0,00;3585390,07;8963475,17;12548865,24;7913080,10;0,00;33369349,59;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;42/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. BERROCALES F3 4.9.1+4.9.2;2025;2030;;219;VICÁLVARO;-;-;-;;40.370038;-3.579205;15;VIVENDA;0,00;358539,01;0,00;3585390,07;8963475,17;12548865,24;7913080,10;0,00;33369349,59;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;43/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. BERROCALES F3 4.10.1+4.10.2;2025;2030;;219;VICÁLVARO;-;-;-;;40.369587;-3.578231;15;VIVENDA;0,00;358539,01;0,00;3585390,07;8963475,17;12548865,24;7913080,10;0,00;33369349,59;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;44/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. DOTACIONAL LAS TABLAS PMS 18032;2025;2032;;208;FUENCARRAL-EL PARDO;Calle Castillo Candanchú / Calle de Villava / Calle Obanos;Calle;Castillo Candanchú/Villaba/Obanos;;40.499280;-3.676451;15;VIVENDA;0,00;42612,48;0,00;426124,76;2130623,79;2130623,79;35821360,69;0,00;40551345,51;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;45/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. DOTACIONAL SANCHINARRO PMS 17546 FASE I;2025;2032;;216;HORTALEZA;Avda. Pi y Margall / Avda. del Ing. Emilio Herrera / Calle de la Princesa de Éboli;Avda/Calle;Pi y Margall/Ing. Emilio Herrera/Princesa de Éboli;;40.488993;-3.654414;15;VIVENDA;0,00;37608,34;0,00;376083,35;1880416,76;1880416,76;32024127,89;0,00;36198653,10;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;46/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. DOTACIONAL SANCHINARRO PMS 17546 FASE II;2025;2032;;216;HORTALEZA;Avda. Pi y Margall / Avda. del Ing. Emilio Herrera / Calle de la Princesa de Éboli;Avenida;Pi y Margall/Ing. Emilio Herrera/Princesa de Éboli;;40.488993;-3.654414;15;VIVENDA;0,00;37608,34;0,00;376083,35;1880416,76;1880416,76;32024127,89;0,00;36198653,10;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;47/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. DOTACIONAL CARABANCHEL PMS 20931;2025;2032;;211;CARABANCHEL;Vía Lusitana / Calle Catorce Olivas;Calle;Vía Lusitana/Catorce Olivas;;40.365372;-3.741755;15;VIVENDA;0,00;54683,91;0,00;546839,06;2734195,30;2734195,30;47108418,92;0,00;53178332,49;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;48/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. DOTACIONAL VALLECAS PMS 20182;2025;2032;;218;VILLA DE VALLECAS;Avda. de las Suertes / Calle de Adolfo Marsillach / Calle de Antonio Gades / Calle de Fernando Chueca Goitia;Avda/Calle;De la Suertes/Adolfo Marsillach/Antonio Gades/Fernando Chueca Goitia;;40.363626;-3.593400;15;VIVENDA;0,00;23280,00;0,00;232799,96;1163999,81;1163999,81;21527211,82;0,00;24111291,40;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;49/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. LOS AHIJONES F2 (RMA 3.1+3.2);2025;2030;;219;VICÁLVARO;-;;;;40.392469;-3.564475;15;VIVENDA;0,00;264937,63;0,00;2649376,28;6623440,70;9272816,97;5438093,62;0,00;24248665,20;EN PROCESO;;;30/06/2025;;
701;EMPRESA MUNICIPAL VIVIENDA Y SUELO, S.A.;161; VIVIENDA;50/25;VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. LOS AHIJONES F2 (RMA 3.3+3.4);2025;2030;;219;VICÁLVARO;-;;;;40.392036;-3.564840;15;VIVENDA;0,00;264937,63;0,00;2649376,28;6623440,70;9272816,97;5438093,62;0,00;24248665,20;EN PROCESO;;;30/06/2025;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2022/003;OBRAS CAJA MÁGICA;2022;2027;;212;USERA;Cmo. de Perales, 23;Camino;Perales;23;40.36871466198733;-3.6841715461243822;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;0,00;1452000,00;520000,00;16216857,32;11331142,77;0,00;0,00;520000,00;29000000,09;EN PROCESO;;;30/06/2025;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2023/004;REHABILITACIONES RRFF. PABELLÓN CRISTAL;2024;2025;;209;MONCLOA-ARAVACA;Avenida Principal, 16 Y Avenida Portugal S/n;Avenida;Principal, 16 Y Avenida Portugal S/n;;40.414589601150006;-3.737905359618084;00;INVERSIONES DE CARÁCTER GENERAL;0,00;100000,00;0,00;1200000,00;0,00;0,00;0,00;0,00;1300000,00;EN PROCESO;;;30/06/2025;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2024/001;ADECUACIÓN CENTROS. PABELLÓN BANCADAS;2025;2026;;209;MONCLOA-ARAVACA;Calle del Arroz s/n;Calle;del Arroz;;40.41591086726451;-3.7365028614655538;00;INVERSIONES DE CARÁCTER GENERAL;0,00;1831340,00;0,00;3172865,68;0,00;0,00;0,00;0,00;5004205,68;EN PROCESO;;;30/06/2025;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2024/002;INSTALACIONES CENTROS. NAVE 16 + NAVE 11 MATADERO;2024;2026;;202;ARGANZUELA;Plaza de Legazpi, 8;Plaza;de Legazpi;8;40.391155797932186;-3.696754726543702;10;CULTURA;1092127,85;1517829,34;143127,10;0,00;0,00;0,00;0,00;1235254,95;2609957,19;EN PROCESO;;;30/06/2025;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2025/003;OBRAS NAVE 16 DE MATADERO PARA LA INSTALACIÓN DE S;2025;2025;;202;ARGANZUELA;Plaza de Legazpi, 8;Plaza;de Legazpi;8;40.391155797932186;-3.696754726543702;10;CULTURA;0,00;1070380,51;1017829,34;0,00;0,00;0,00;0,00;1017829,34;1070380,51;EN PROCESO;;;30/06/2025;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2026/001;OBRAS DE ADECUACIÓN DE ALMACENES GENERALES (MADRID;2026;2027;;202;ARGANZUELA;Plaza de Legazpi, 8;Plaza;de Legazpi;8;40.391155797932186;-3.696754726543702;10;CULTURA;0,00;0,00;0,00;93776,00;2109960,00;0,00;0,00;0,00;2203736,00;EN PROCESO;;;30/06/2025;;
706;MADRID DESTINO, CULT.,TURISMO Y NEGOCIO, S.A.;130;CULTURA, TURISMO Y DEPORTE;MD/2025/002;OBRAS DE REHABILITACIÓN DEL PABELLÓN XII FASE I;2026;2027;;209;MONCLOA-ARAVACA;Avenida Principal 17 ;Avenida;Principal;17;40.414589601150006;-3.737905359618084;10;CULTURA;0,00;0,00;0,00;2721767,20;9115144,41;0,00;0,00;0,00;11836911,61;EN PROCESO;;;30/06/2025;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;005-1/2024;RENOVACION TANATORIOS-Tº M30;2023;2028;;215;CIUDAD LINEAL;Calle Salvador De Madariaga,11 28027 Madrid;Calle;Salvador De Madariaga;11;40.4401633;-3.6598874;04;SALUD PÚBLICA;47399,06;329000,00;16713,65;200000,00;200000,00;200000,00;0,00;64112,71;976399,06;EN PROCESO;;;30/06/2025;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001/2023/1;REHABILITACIÓN CEMENTERIOS Cº LA ALMUDENA;2023;2028;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.425493779123705;-3.6463705378048585;04;SALUD PÚBLICA;898421,48;4547419,22;794403,98;50000,00;50000,00;50000,00;0,00;1692825,46;5595840,70;EN PROCESO;;;30/06/2025;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;001-3/2024;ACOND. EDIF LAT. IZQ PÓRTICO-Cº LA ALMUDENA;2023;2025;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.42605884918717;-3.64609775690994;04;SALUD PÚBLICA;56973,91;2221982,61;0,00;0,00;0,00;0,00;0,00;56973,91;2278956,52;EN PROCESO;;;30/06/2025;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;003-1/2024;UNIDADES DE ENTERRAMIENTO (Almudena);2023;2028;;215;CIUDAD LINEAL;Avenida De Daroca, 90 28017 Madrid;Avenida de;Daroca;90;40.42560403792112;-3.645866282547669;04;SALUD PÚBLICA;2780263,89;500000,00;0,00;500000,00;500000,00;500000,00;0,00;2780263,89;4780263,89;EN PROCESO;;;30/06/2025;;
708;EMPRESA MUNICIPAL DE SERVICIOS FUNERARIOS Y CEMENTERIOS, S.A.;120;VICEALCALDÍA, PORTAVOZ, SEGURIDAD Y EMERGENCIAS;003-2/2024;UNIDADES DE ENTERRAMIENTO (Carabanchel Sur);2023;2028;;211;CARABANCHEL;Calle Ildefonso González Valencia, 2, 28054 Madrid;Calle;Ildefonso González Valencia;2;40.36802649157321;-3.7222230955216205;04;SALUD PÚBLICA;15000,00;950000,00;12300,00;450000,00;500000,00;450000,00;0,00;27300,00;2365000,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/001.0;VARIOS MOVILIDAD Y SERVICIOS COMUNES;2023;2028;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.358093986776300;-3.660736171381618;14;SECTORES PRODUCTIVOS;6352877,00;467000,00;1065483,80;150000,00;175000,00;175000,00;7319877,00;7418360,80;14639754,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/001.1;ASFALTADO;2025;2028;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3616249;-3.664242;14;SECTORES PRODUCTIVOS;0,00;800000,00;0,00;400000,00;600000,00;600000,00;2400000,00;0,00;4800000,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/002.0;VARIOS MERCADOS CENTRALES Y EDIFICACIONES;2023;2028;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36258984193834;-3.6636868191211662;14;SECTORES PRODUCTIVOS;988760,00;1484000,00;212823,67;513000,00;829000,00;785000,00;4599760,00;1201583,67;9199520,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/002.3;URBANIZACIÓN PLAZA ZONA COMERCIAL;2024;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3585575;-3.6675801;14;SECTORES PRODUCTIVOS;80000,00;300000,00;0,00;1400000,00;0,00;0,00;1780000,00;80000,00;3560000,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.0;VARIOS AMPLIACIÓN MERCAMADRID Y NUEVOS PROYECTOS;2023;2028;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.3655779;-3.6680694;14;SECTORES PRODUCTIVOS;1174606,00;825000,00;705991,29;856000,00;90000,00;710000,00;3655606,00;1880597,29;7311212,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.1;CENTRO DE CONOCIMIENTO E INNOVACIÓN;2023;2025;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36085563 ;-3.66389155;14;SECTORES PRODUCTIVOS;5323700,00;1210000,00;203949,05;0,00;0,00;0,00;6533700,00;5527649,05;13067400,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.2;APARCAMIENTOS;2023;2028;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36072482;-3.65816235;14;SECTORES PRODUCTIVOS;140000,00;0,00;0,00;2000000,00;0,00;0,00;2140000,00;140000,00;4280000,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.3;NAVE MULTISERVICIO 1;2024;2026;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36368387 ;-3.65801895;14;SECTORES PRODUCTIVOS;0,00;2900000,00;0,00;3800000,00;0,00;0,00;0,00;0,00;6700000,00;EN PROCESO;;;30/06/2025;;
801;MERCAMADRID, S.A.;140;ECONOMÍA, INNOVACIÓN Y HACIENDA;MERCA/003.4;NAVE MULTISERVICIO 2;2026;2028;;218;VILLA DE VALLECAS;Avenida Madrid S/N;Avenida;Madrid;;40.36194261;-3.65625942;14;SECTORES PRODUCTIVOS;0,00;0,00;0,00;1000000,00;6400000,00;3500000,00;0,00;0,00;10900000,00;EN PROCESO;;;30/06/2025;;
802;CLUB DE CAMPO VILLA DE MADRID;102;COORDINACIÓN GENERAL DE LA ALCALDÍA;CCV M24.011;REFORMA CAMPO DE GOLF RECORRIDO BALLESTEROS;2024;2025;;209;MONCLOA-ARAVACA;Castilla km 2;Crta;Ctra Castilla;2;4.045089;-3.75546;;;3464666,28;4000000,00;181274,47;0,00;0,00;0,00;0,00;3645940,75;7464666,28;EN PROCESO;;;30/06/2025;;
