CeGe;Prog. Finan.;Objetivo;Indicador;DescripciÛn Indicador;Unidad de medida;Presupuestado
001120;13201;07;01;Llamadas por auxilio a personas atendidas en 8 minutos o menos por la PolicÌa Municipal, desde la recepciÛn de la llamad;PORCENTAJE;87
001120;13201;08;01; SUGERENCIAS Y RECLAMACIONES CONTESTADAS EN 30 DIAS O MENOS;PORCENTAJE;80
001120;13201;08;02; RECLAMACIONES SOBRE COMPORTAMIENTO INADECUADO DE LOS MIEMBROS DEL CUERPO DE PM.;PORCENTAJE;100
001120;13201;08;03;CARTAS DE SERVICIOS EVALUADAS;N⁄MERO;3
001120;13201;09;01;Indice percepciÛn de seguridad de las mujeres en la Ciudad.;N⁄MERO;1
001120;13201;09;02;Indice de  percepciÛn de seguridad de las mujeres en el barrio en la noche;N⁄MERO;1
001120;13201;10;01;VÌctimas de violencia de gÈnero a las que se presta seguimiento y protecciÛn;PORCENTAJE;100
001120;13201;10;02;Solicitudes de charlas de formaciÛn sobre violencia de gÈnero atendidas;PORCENTAJE;100
001120;13201;11;01;RevisiÛn de publicaciones;N⁄MERO;1
001120;13201;12;01;RevisiÛn de contratos;N⁄MERO;1
001120;13201;13;01;RevisiÛn de bases de acceso y ascenso;N⁄MERO;1
001120;13201;13;02;Acciones formativas en igualdad;PORCENTAJE;100
001120;13510;01;15;ACTUALIZACI”N SEG⁄N LA EVIDENCIA CIENTÕFICA DE PROCEDIMIENTOS ASISTENCIALES;N⁄MERO;10
001120;13510;01;14;TRABAJOS CIENTÕFICOS ACEPTADOS POR LOS CONGRESOS NACIONALES E INTERNACIONALES;N⁄MERO;30
001120;13510;01;13;OPERATIVIDAD DE LOS APARATOS DE ELECTROMEDICINA;PORCENTAJE;95
001120;13510;01;12;PORCENTAJE DE FELICITACIONES SOBRE EL TOTAL DE ACTIVACIONES;PORCENTAJE;7
001120;13510;01;11;TIEMPO DE GESTI”N DE AVISO;SEGUNDOS;94
001120;13510;01;10;OPERATIVIDAD MEC¡NICA DE LA FLOTA DE AMBULANCIAS;PORCENTAJE;92
001120;13510;01;09;MEDIANA DE VALORACI”N DE LA FORMACI”N DE VOLUNTARIOS;PUNTUACI”N S/10;8
001120;13510;01;08;MEDIANA DE VALORACI”N DE LA FORMACI”N OBLIGATORIA DE FUNCIONARIOS;PUNTUACI”N S/10;8
001120;13510;01;07;MEDIANA DE VALORACI”N DE LA CALIDAD ASISTENCIAL;PUNTUACI”N S/100;76
001120;13510;01;06;JORNADAS CON OFERTA MÕNIMA DE UNIDADES SVA;PORCENTAJE;92
001120;13510;01;05;SUPERVIVENCIA A LOS 7 DIAS DE LOS PACIENTES POLITRAUMATIZADOS;PORCENTAJE;88
001120;13510;01;04;PACIENTES RECUPERADOS DE PARADA CARDIACA SIN SECUELAS NEUROL”GICAS;PORCENTAJE;17
001120;13510;01;03;SUPERVIVENCIA DE LOS PACIENTES CRÕTICOS A 7 DIAS DE INGRESO;PORCENTAJE;84
001120;13510;01;01;TIEMPO DE MEDIDA DE RESPUESTA PARA LAS UNIDADES SVA;SEGUNDOS;470
001120;13510;01;02;TIEMPO MEDIO DE RESPUESTA PARA LAS UNIDADES SVB;SEGUNDOS;470
001120;13510;02;01;CIUDADANOS A CAPACITAR COMO ALERTANTES Y PRIMEROS RESPONDIENTES;N⁄MERO;27000
001120;13510;02;02;SESIONES CLÕNICAS CONJUNTAS CON HOSPITALES Y OTROS SERVICIOS DE EMERGENCIAS;N⁄MERO;8
001120;13510;02;03;JORNADAS Y FOROS CIENTÕFICOS ABIERTOS A OTROS COLECTIVOS PROFESIONALES;N⁄MERO;2
001120;13510;02;04;ACTIVIDADES ENFOCADAS A LA PROTECCI”N CIUDADANA;N⁄MERO;20
001120;13510;03;01;CREAR UN EQUIPO SANITARIO INTERNACIONAL (ESI) CON CRITERIOS DE CERTIFICACI”N EMT 1 DE LA OMS;N⁄MERO;1
001120;13510;03;02;COLABORACI”N/VISITAS CON/DE OTRAS PROTECCIONES CIVILES EN EL A—O;N⁄MERO;12
001120;13510;03;03;PARTICIPACI”N EN PROYECTOS EUROPEOS COLABORATIVOS;N⁄MERO;4
001120;13510;04;02;ACTUALIZACI”N DE PROCEDIMIENTOS DE ACTUACI”N CONJUNTA CON OTROS INTERVINIENTES;N⁄MERO;2
001120;13510;04;01;PARTICIPACI”N EN SIMULACROS Y ACTIVIDADES CON BOMBEROS, POLICÕA Y OTROS INTERVINIENTES PARA LA MEJORA DE LA OPERATIVIDAD;N⁄MERO;10
001120;13510;05;01;ACTIVIDADES FORMATIVAS CON CONTENIDO RELACIONADO CON LA IGUALDAD DE G…NERO Y OTROS ASPECTOS DE LOS DERECHOS DE PACIENT;N⁄MERO;3
001120;13610;01;01;TIEMPO DE GESTI”N DE LA INFORMACI”N PARA ACTIVACI”N DE RECURSOS;SEGUNDOS;90
001120;13610;01;02;INTERVENCIONES CON TIEMPO DE RESPUESTA <10¥;PORCENTAJE;75
001120;13610;01;03;DÕAS CON 39 VEHÕCULOS OPERATIVOS DE PRIMERA RESPUESTA;PORCENTAJE;100
001120;13610;01;04;GUARDIAS CON >210 BOMBEROS;PORCENTAJE;65
001120;13610;01;05;GUARDIAS CON >45 BOMBEROS CONDUCTORES;PORCENTAJE;90
001120;13610;01;06;DÕAS CON 37 VEHÕCULOS ESPECIALIZADOS OPERATIVOS;PORCENTAJE;100
001120;13610;02;01;ELABORACI”N DEL NUEVO REGLAMENTO;N⁄MERO;1
001120;13610;02;02;DIGITALIZACI”N DE INFORMES Y DOCUMETACI”N DE INTERVENCIONES;N⁄MERO;3000
001120;13610;02;03;AN¡LISIS Y MODIFICACI”N DE APLICACION SIL PARA LA GESTI”N DE INFORMACI”N EN INTERVENCI”N;N⁄MERO;1
001120;13610;02;04;INCORPORACI”N DE PERSONAL T…CNICO Y ADMINISTRATIVO;N⁄MERO;1
001120;13610;03;04;VISITAS GUIADAS ANUALES PARA PERSONAS ADULTAS Y ESCOLARES;N⁄MERO;200
001120;13610;03;03;CAMPA—A DE VISITAS PROGRAMADAS AL MUSEO CON ACCIONES DIVULGATIVAS DE  PREVENCI”N;N⁄MERO;1
001120;13610;03;01;VISITAS A LAS CUENTAS DEL CUERPO DE BOMBEROS EN REDES SOCIALES;N⁄MERO;80000
001120;13610;03;02;ACCIONES DIVULGATIVAS DIRIGIDAS A CENTROS DE ENSE—ANZA;N⁄MERO;200
001120;13610;04;01;REDACCI”N DE DOCUMENTO OPI 2021;N⁄MERO;1
001120;13610;04;02;RESOLUCI”N DE EXPEDIENTES DE PREVENCI”N;PORCENTAJE;95
001120;13610;04;03;CAMPA—A DE INSPECCIONES;N⁄MERO;1
001120;13610;04;04;CAMPA—A DE PARTICIPACI”N Y ASESORAMIENTO EN PLANES DE SALVAGUARDA Y PLANES DE INTERVENCI”N EN EDIFICIOS SINGULARES;N⁄MERO;1
001120;13610;05;01;PROCESOS SELECTIVOS;N⁄MERO;1
001120;13610;05;02;INCORPORACI”N DE PERSONAL;N⁄MERO;102
001120;13610;05;03;SEGUIMIENTO DE LA ACTIVIDAD PREVENTIVA (PRL);PORCENTAJE;1
001120;13610;05;04;MANTENIMIENTO DE LA UNIDAD DE SALUD LABORAL;N⁄MERO;1
001120;13610;06;04;JORNADAS DE CAPACITACION T…CNICA DE LA ESCALA T…CNICA;N⁄MERO;1
001120;13610;06;03;ACCIONES FORMATIVAS CON CONTENIDO EN EQUIDAD Y DIVERSIDAD;N⁄MERO;1
001120;13610;06;02;ADAPTACION DE FORMACION Y CAPACITACI”N AL PERONAL OPERATIVO EN FORMATO ONLINE Y PRESENCIAL SEG⁄N COMPETENCIA A ADQUIRIR;PORCENTAJE;100
001120;13610;06;01;IMPLANTACI”N DE TALLERES DE FORMACI”N CONJUNTA INTERSERVICIOS;N⁄MERO;1
001120;13610;07;01;SEGUIMIENTO DE OBRAS DE ADECUACI”N, REHABILITACI”N Y NUEVA CONSTRUCCI”N;PORCENTAJE;100
001120;13610;07;02;SEGUIMIENTO Y PUESTA EN SERVICIO DE NUEVOS VEHÕCULOS Y RENOVACI”N DE FLOTA;PORCENTAJE;1
001120;13610;07;03;DISTRIBUCI”N LOGÕSTICA DE EQUIPOS Y HERRAMIENTAS;PORCENTAJE;80
001120;13610;07;04;PUESTA EN MARCHA DE NUEVAS INSTALACIONES Y RENOVACI”N DE INSTALACIONES;N⁄MERO;1
001120;13672;01;01;CONTRATACI”N DEL PROYECTO NGEU. SERVICIOS Y COMUNICACIONES 5G EMERGENCIAS;N⁄MERO;1
001120;15350;01;01;REUNIONES DE LA MESA PARA LA ACCESIBILIDAD DE MADRID;N⁄MERO;1
001120;15350;01;02;REUNIONES DE LOS G.T DERIVADOS DE LA MESA PARA LA ACCESIBIL;N⁄MERO;53
001120;15350;01;03;PARTICIPACI”N EN EVENTOS, COMISIONES Y GRUPOS DE TRABAJO;N⁄MERO;60
001120;15350;01;04;VISITAS A LA WEB;N⁄MERO;7000
001120;15350;01;05;DENUNCIAS TRAMITADAS;N⁄MERO;150
001120;15350;02;03;DOCUMENTOS DE APOYO Y DIVULGACI”N EN MATERIA DE ACCESIBILIDAD;N⁄MERO;3
001120;15350;02;01;CONSULTAS Y COLABORACIONES T…CNICAS EN ACCESIBILIDAD;N⁄MERO;180
001120;15350;02;02;ACTUACIONES DE CONTROL Y SEGUIMIENTO DEL PLAN ESTRAT…GICO ACCES.;N⁄MERO;2
001120;15350;03;01;HERRAMIENTAS DE PROMOCI”N Y SENSIBILIZACI”N EN AU;N⁄MERO;4
001120;15350;03;02;ORGANIZACI”N DE JORNADAS MADRILE—AS DE LA ACCESIBILIDAD;N⁄MERO;1
001120;15350;03;03;PARTICIPACI”N EN JORNADAS DE PROMOCI”N DE LA ACCESIBILIDAD;N⁄MERO;8
001120;15350;03;04;PUBLICACI”N EN LECTURA F¡CIL;N⁄MERO;1
001120;15350;03;05;HERRAMIENTAS QUE IMPULSEN SERVICIOS PARA TODOS (APPs, etc);N⁄MERO;3
001120;15350;03;06;COLABORACIONES Y DIFUSI”N DE BUENAS PR¡CTICAS DE ACCESIBILID;N⁄MERO;2
001120;15350;03;07;CURSOS DE FORMACI”N EN A.U A TRAV…S DE LA ESCUELA DE FORMACI”N;N⁄MERO;3
001120;23200;01;01;PLANES;N⁄MERO;39
001120;23200;01;02;ACCIONES;N⁄MERO;205
001120;23200;02;03;ACCIONES COMPLEMENTARIAS QUE REALIZAN LAS ENTIDADES SOCIALES;N⁄MERO;70
001120;23200;02;02;ACCIONES QUE EJECUTAN LAS ¡REAS DE GOBIERNO;N⁄MERO;12
001120;23200;02;01;ACCIONES QUE EJECUTAN LOS DISTRITOS;N⁄MERO;193
001120;23200;03;01;COMISIONES DE SEGUIMIENTO;N⁄MERO;39
001120;23200;03;02;ESTUDIOS DE SATISFACCI”N DE LA CIUDADANÕA DE ACCIONES DE LOS PLANES INTEGRALES DE BARRIO;N⁄MERO;14
001120;23200;03;03;INFORMES DE EJECUCI”N DE LAS ACTUACIONES INCLUIDAS EN LOS PLANES;N⁄MERO;39
001120;23200;04;01;PROYECTOS ESPECÕFICAMENTE ORIENTADOS A LA PROMOCI”N DE LA MUJER;N⁄MERO;8
001120;23200;04;02;RATIO DE MUJERES PARTICIPANTES EN LAS COMISIONES CIUDADANAS;RATIO;60
001120;23200;04;03;PROYECTOS ESPECÕFICAMENTE ORIENTADOS A MAYORES;N⁄MERO;13
001120;23200;05;01;PLAN ESTRAT…GICO;N⁄MERO;1
001120;23200;05;02;ACTUACIONES SUPRADISTRITALES;N⁄MERO;50
001120;23200;05;03;ACTUACIONES DISTRITALES;N⁄MERO;120
001120;23200;06;02;PARTICIPANTES EN LOS PROCESOS DE CONCERTACI”N;N⁄MERO;1500
001120;23200;06;01;CONCERTACI”N CIUDADANA DE ACTUACIONES SURES (REUNIONES);N⁄MERO;100
001120;23200;07;01;COMISIONES PERMANENTES SURES;N⁄MERO;3
001120;23201;01;01;Distritos con proyectos en el FRT;N⁄MERO;21
001120;23201;01;02;Barrios con proyectos en el FRT;N⁄MERO;90
001120;23201;01;03;Proyectos de continuidad iniciados en ejercicios anteriores;N⁄MERO;30
001120;23201;02;01;Proyectos dirigidos a fomentar la igualdad entre hombres y mujeres;PORCENTAJE;3
001120;31103;01;01;APORTACIONES TRAMITADAS;N⁄MERO/A—O;5
001120;91200;01;11;Contenidos publicados en la web municipal;N⁄MERO/A—O;180
001120;91200;01;10;Publicaciones en Boletines Oficiales;N⁄MERO/A—O;300
001120;91200;01;09;Alegaciones a proyectos normativos;N⁄MERO/A—O;150
001120;91200;01;08;Proyectos Normativos tramitados;N⁄MERO/A—O;50
001120;91200;01;07; Comunicaciones a Distritos;N⁄MERO/A—O;250
001120;91200;01;06; Comunicaciones a la Presidencia del Pleno;N⁄MERO/A—O;120
001120;91200;01;05;Comunicaciones a SecretarÌas Generales TÈcnicas;N⁄MERO/A—O;900
001120;91200;01;04;Actas de las sesiones;N⁄MERO/A—O;60
001120;91200;01;03;Asuntos tramitados por la Junta de Gobierno;N⁄MERO/A—O;1400
001120;91200;01;02;Actas ComisiÛn Preparatoria;N⁄MERO/A—O;45
001120;91200;01;01;Asuntos tramitados por la ComisiÛn Preparatoria;N⁄MERO/A—O;1300
001120;91200;02;01;Convenios incorporados al registro;N⁄MERO/A—O;600
001120;91200;02;02;Encomiendas de gestiÛn incorporadas al registro;N⁄MERO/A—O;2
001120;91200;02;03;Encargos a medios propios personificados incorporados al registro;N⁄MERO/A—O;3
001120;91200;03;06;Tiempo medio de tramitaciÛn de las publicaciones de edictos en el TEU del BOE;DÕAS;2
001120;91200;03;05;Anuncios de notificaciones publicadas en el TablÛn Edictal ⁄nico del BOE;N⁄MERO/A—O;4500
001120;91200;03;04;Tiempo medio de tramitaciÛn de las publicaciones de edictos de otras entidades;DÕAS;1
001120;91200;03;03;Edictos de otras Administraciones e Instituciones p˙blicas;N⁄MERO/A—O;600
001120;91200;03;01;Edictos publicados de los Servicios municipales y sus Organismos p˙blicos;N⁄MERO/A—O;1400
001120;91200;03;02;Tiempo medio de tramitaciÛn de las publicaciones de edictos municipales;DÕAS;1
001120;91200;04;01;Certificaciones expedidas;N⁄MERO/A—O;55
001120;91200;04;02;Tiempo medio de tramitaciÛn de las certificaciones;DÕAS;6
001120;91200;04;03;Documentos autorizados a las ciudadanas;N⁄MERO/A—O;220
001120;91200;04;04;Documentos autorizados a los ciudadanos;N⁄MERO/A—O;220
001120;91200;04;05;Decretos incorporados al registro de decretos y resoluciones;N⁄MERO/A—O;550
001120;91210;01;01;EXPEDIENTES DE GASTO;N⁄MERO;20
001120;92006;01;06;Resoluciones del Consejo de Transparencia y Buen Gobierno estimando las reclamaciones presentadas excepto las de motivos;PORCENTAJE;15
001120;92006;01;05;Tiempo medio de respuesta a las solicitudes de acceso a la informaciÛn p˙blica;DÕAS;20
001120;92006;01;04;Solicitudes de acceso a la informaciÛn p˙blica estimadas.;PORCENTAJE;70
001120;92006;01;03;"EvaluaciÛn externa de la transparencia municipal a travÈs de evaluadores externos (ITA; Infoparticipa..)";PORCENTAJE;100
001120;92006;01;02;Nuevas visualizaciones en el Portal de Transparencia y mejoras de las existentes.;N⁄MERO;6
001120;92006;01;01;Visitas al portal de Transparencia del Ayuntamiento de Madrid;N⁄MERO;1270000
001120;92006;02;01;Nuevos datasets al aÒo;N⁄MERO;30
001120;92006;02;02;Descargas de datasets realizadas;N⁄MERO;3432000
001120;92006;02;03;Mejora de la calidad de los conjuntos de datos del Portal de Datos Abiertos;N⁄MERO;50
001120;92006;02;04;Incremento de conjuntos de datos de alto valor;N⁄MERO;15
001120;92006;02;05;Actuaciones de difusiÛn y formaciÛn sobre el Portal de Datos Abiertos;N⁄MERO;15
001120;92006;02;06;Cumplimiento de recomendaciones de organizaciones p˙blicas externas.;PORCENTAJE;80
001120;92006;03;08;PuntuaciÛn media de la satisfacciÛn con los cursos de calidad;PUNTUACI”N S/10;8
001120;92006;03;07;SatisfacciÛn de las unidades que han recibido apoyo tÈcnico y asesoramiento en Cartas de Servicios, modelos CAF o EFQM,;PUNTUACI”N S/10;8
001120;92006;03;06;Unidades a las que se presta apoyo tÈcnico y asesoramiento en la aplicaciÛn de herramientas de calidad(procesos, DAFO, g;N⁄MERO;5
001120;92006;03;05;Unidades a las que se presta apoyo tÈcnico y asesoramiento en sus procesos de autoevaluaciÛn, evaluaciÛn externa y certi;N⁄MERO;3
001120;92006;03;04; Cartas de Servicios certificadas externamente;N⁄MERO;23
001120;92006;03;03;Cartas de Servicios evaluadas;N⁄MERO;68
001120;92006;03;01;Cartas de Servicios iniciadas;N⁄MERO;2
001120;92006;03;02;Cartas de Servicios aprobadas;N⁄MERO;2
001120;92006;04;01;Indicadores del Plan EstratÈgico correctamente documentados e informados;PORCENTAJE;85
001120;92006;04;02;Informes de Seguimiento y EvaluaciÛn del Plan Operativo de Gobierno;N⁄MERO;1
001120;92006;04;03;Actuaciones del Plan Operativo de Gobierno correctamente documentadas e informadas;PORCENTAJE;85
001120;92006;04;04;Mujeres usuarias de las aplicaciones de del Plan EstratÈgico y del Plan Operativo de Gobierno;N⁄MERO;250
001120;92006;04;05;Hombres usuarios de las aplicaciones del Plan EstratÈgico y del Plan Operativo de Gobierno;N⁄MERO;250
001120;92006;05;12;Hombres usuarios que consideran el servicio SyR ˙til o muy ˙til;PORCENTAJE;55
001120;92006;05;11;Mujeres usuarias que consideran el servicio de SyR ˙til o muy ˙til;PORCENTAJE;55
001120;92006;05;10;Hombres usuarios que recomendarÌan el servicio SyR;PORCENTAJE;60
001120;92006;05;09;Mujeres usuarias que recomendarÌan el servicio de SyR;PORCENTAJE;60
001120;92006;05;08;Hombres usuarios que declaran que volverÌan a usar el servicio;PORCENTAJE;70
001120;92006;05;07;Mujeres usuarias que declaran que volverÌan a usar el servicio;PORCENTAJE;70
001120;92006;05;06;Hombres usuarios que consideran que el servicio es igual, mejor o mucho mejor que el recibido en otros servicios similar;PORCENTAJE;60
001120;92006;05;05;Mujeres usuarias que consideran que el servicio es igual, mejor o mucho mejor que el recibido en otros servicios similar;PORCENTAJE;50
001120;92006;05;04;Sugerencias y Reclamaciones Tributarias tramitadas en 20 dÌas naturales;PORCENTAJE;70
001120;92006;05;03;Sugerencias y Reclamaciones Generales tramitadas en 20 dÌas naturales;PORCENTAJE;40
001120;92006;05;02;Tiempo medio de respuesta SyR Tributarias;DÕAS;20
001120;92006;05;01;Tiempo medio de respuesta SyR Generales.;DÕAS;30
001120;92006;06;01;Estudios obtenidos de la Encuesta General de Calidad de Vida y SatisfacciÛn con los Servicios municipales;N⁄MERO;35
001120;92006;06;02;Unidades a las que se presta apoyo tÈcnico y asesoramiento en la realizaciÛn de encuestas y estudios de opiniÛn;N⁄MERO;10
001120;92006;06;03;Estudios incorporados al Banco de Estudios de PercepciÛn Ciudadana;N⁄MERO;70
001120;92006;06;04;Evaluaciones de planes, programas y servicios municipales realizados;N⁄MERO;1
001120;92006;07;04;PuntuaciÛn media de la satisfacciÛn con las acciones formativas sobre comunicaciÛn clara;N⁄MERO;8
001120;92006;07;03;Actividades formativas de comunicaciÛn clara desarrolladas.;N⁄MERO;4
001120;92006;07;01;LÌneas de trabajo de comunicaciÛn clara desarrolladas;N⁄MERO;2
001120;92006;07;02;Documentos redactados y diseÒados conforme a las directrices de comunicaciÛn clara.;N⁄MERO;2
001120;92013;01;14;AUDITORÕAS;N⁄MERO;50
001120;92013;01;13;AN¡LISIS DE RIESGOS;N⁄MERO;50
001120;92013;01;12;BRECHAS DE SEGURIDAD;N⁄MERO;10
001120;92013;01;11;ACCIONES FORMATIVAS;N⁄MERO;2
001120;92013;01;10;JORNADAS SOBRE PROTECCION DE DATOS;N⁄MERO;1
001120;92013;01;09;INSTRUCCIONES EN MATERIA DE PROTECCION DE DATOS;N⁄MERO;1
001120;92013;01;08;TRAMITACI”N EXPEDIENTES DE LA AEPD;N⁄MERO;10
001120;92013;01;07;ATENCI”N A DERECHOS SOBRE PROTECCI”N DE DATOS;N⁄MERO;250
001120;92013;01;06;ALUMNOS DE ACCIONES FORMATIVAS O DIVULTATIVAS SOBRE PROTECCI”N DATOS;N⁄MERO;45
001120;92013;01;05;ALUMNAS DE ACCIONES FORMATIVAS O DIVULGATIVAS SOBRE PROTECCI”N DATOS;N⁄MERO;55
001120;92013;01;04;RESPUESTAS A CONSULTAS EXTERNAS;N⁄MERO;70
001120;92013;01;03;RESPUESTAS A CONSULTAS T…CNICAS Y JURIDICAS INTERNAS;N⁄MERO;350
001120;92013;01;02;INFORMES SOBRE ACTUACIONES QUE IMPLIQUEN PROTECCI”N DE DATOS;N⁄MERO;730
001120;92013;01;01;INFORMES ESPECÕFICOS SOBRE PROTECCI”N DE DATOS;N⁄MERO;12
001120;92201;01;01;TOTAL PETICIONES DE INFORMACI”N DE LOS CONCEJALES;N⁄MERO/A—O;680
001120;92201;02;01;SESIONES DEL PLENO;N⁄MERO/A—O;18
001120;92201;02;02;SESIONES DE LAS COMISIONES DEL PLENO;N⁄MERO/A—O;89
001120;92202;01;01;RES⁄MENES DE PRENSA ELABORADOS;N⁄MERO/A—O;871
001120;92202;01;02;ACTUALIZACIONES P¡GINA WEB;N⁄MERO/A—O;2300
001120;92202;01;03;ACTUALIZACIONES ARCHIVO FOTOGR¡FICO;N⁄MERO/A—O;10000
001120;92202;01;04;ACTUALIZACIONES ARCHIVO AUDIOVISUAL;N⁄MERO/A—O;250
001120;92202;02;01;SUPERVISIONES DE IMAGEN EFECTUADAS;N⁄MERO/A—O;1300
001120;92202;03;02;EMERGENCIAS MADRID (TV Y RADIO);N⁄MERO/A—O;300
001120;92202;03;03;N∫ POST SUBIDOS A DIARIO.MADRID.ES;N⁄MERO/A—O;810
001120;92202;03;04;N∫ PUBLICACIONES REDES SOCIALES;N⁄MERO/A—O;21239
001120;92202;03;01;INFORMACI”N DEL TR¡FICO DE LA CIUDAD;N⁄MERO/A—O;8000
001120;92202;04;01;ACTOS P⁄BLICOS Y RUEDAS DE PRENSA REALIZADOS;N⁄MERO/A—O;900
001120;92202;04;02;COMUNICADOS Y NOTAS DE EMPRESAS EMITIDOS;N⁄MERO/A—O;2300
001120;92202;04;03;VÕDEOS REALIZADOS;N⁄MERO/A—O;350
001120;92202;05;10;EXPEDIENTES DE IMPRENTA TRAMITADOS;N⁄MERO/A—O;4
001120;92202;05;09;AUTORIZACIONES RESERVAS ESPACIOS SOPORTES DIGITALES;N⁄MERO/A—O;170
001120;92202;05;08;AUTORIZACIONES RESERVAS ESPACIOS CARTELERÕA (MUPIS Y MARQUESINAS);N⁄MERO/A—O;300
001120;92202;05;07;VÕDEOS GESTIONADOS PARA EXHIBICI”N EN PANTALLAS;N⁄MERO/A—O;2800
001120;92202;05;06;AUTORIZACIONES RESERVA ESPACIO BANDEROLAS;N⁄MERO/A—O;300
001120;92202;05;05;CONTRATOS BASADOS AM BANDEROLAS TRAMITADOS;N⁄MERO/A—O;35
001120;92202;05;04;CONTRATOS BASADOS AM DIFUSI”N TRAMITADOS;N⁄MERO/A—O;60
001120;92202;05;03;CONTRATOS BASADOS AM CREATIVIDAD TRAMITADOS;N⁄MERO/A—O;75
001120;92202;05;02;ANUNCIOS DE OBLIGADO CUMPLIMIENTO TRAMITADOS;N⁄MERO/A—O;100
001120;92202;05;01;CAMPA—AS DE DIFUSI”N APROBADAS;N⁄MERO/A—O;200
001120;92208;01;01;Proyectos de normas informadas;N⁄MERO;6
001120;92208;02;01;Documentos de unificaciÛn elaborados;N⁄MERO;300
001120;92208;02;02;Reuniones de coordinaciÛn;N⁄MERO;11
001120;92208;02;03;Grupos mixtos (AG/Distritos) de trabajo en los que se participa;N⁄MERO;30
001120;92208;03;01;Proyectos emprendidos;N⁄MERO;3
001120;92208;04;03;GestiÛn tarjetas transporte vocales;N⁄MERO;400
001120;92208;04;01;Expedientes y propuestas tramitadas;N⁄MERO;600
001120;92208;04;02;EmisiÛn tarjetas vocales vecinos;N⁄MERO;200
001120;92208;05;01;CampaÒas publicitarias realizadas;N⁄MERO;1
001120;92208;06;01;Sesiones de la comisiÛn de terrazas;N⁄MERO;6
001120;92208;06;02;Autorizaciones de terrazas;N⁄MERO;4
001120;92208;06;03;Criterios de interpretaciÛn;N⁄MERO;6
001120;92208;06;04;Acuerdos de delimitaciÛn de zonas saturadas y de estudios de ordenaciÛn conjunta;N⁄MERO;10
001120;92209;01;01;N⁄MERO DE ACTUACIONES DE MEJORA DE GESTI”N;N⁄MERO;8
001120;92209;02;01;IDENTIFICACION DE BRECHA DE G…NERO EN PANEL DE INDICADORES;N⁄MERO;1
001120;92209;02;02;N⁄MERO DE ACTUACIONES DE APOYO EN LA GESTI”N Y DIFUSI”N;N⁄MERO;8
001120;92209;03;01;CONVOCATORIAS DE SUBVENCIONES ORIENTADAS A ENTIDADES SIN ¡NIMO DE LUCRO;N⁄MERO;4
001120;92209;03;02;REUNIONES DE SEGUIMIENTO DE LA EJECUCI”N DE LOS PROYECTOS;N⁄MERO;42
001120;92209;03;03;CUENTAS JUSTIFICATIVAS EN TRAMITACI”N;N⁄MERO;27
001120;92209;04;03;REUNIONES DESTINADAS A MEJORAS EN LA GESTI”N DE LAS COMPETENCIAS DESCONCENTRADAS;N⁄MERO;14
001120;92209;04;02;AN¡LISIS DE FUNCIONES DESCONCENTRADAS;N⁄MERO;1
001120;92209;04;01;REUNIONES DE COORDINACI”N CON ¡REAS Y DISTRITOS;N⁄MERO;24
001120;92401;01;01;PROCESOS DE CONSULTA P⁄BLICA;N⁄MERO;5
001120;92401;01;02;PROCESOS DE DEBATE SOBRE MATERIAS DE INTER…S PARA LA CIUDADANIA;N⁄MERO;100
001120;92401;01;03;PROPUESTAS PLANTEADAS POR LA CIUDADANÕA;N⁄MERO;800
001120;92401;01;04;SESIONES DE CONCIENCIACI”N REALIZADAS;N⁄MERO;2
001120;92401;01;05;ACTIVIDADES DE ACCI”N POSITIVA Y CORRECTORAS TENDENTES A REFORZAR EL CAR¡CTER ACCESIBLE Y USABLE DE LAS PLATAFORMAS TECN;N⁄MERO;10
001120;92401;01;06;NUEVAS FUNCIONALIDADES INCORPORADAS A DECIDE MADRID;N⁄MERO;20
