Centro;Descripcion Centro;Seccion;Descripcion Seccion;Código PEP;Denominación;Año inicio;Año de finalización previsto;Año de finalización;Distrito;Denominación Distrito;Dirección;Tipo Vial;Vial;Numero;Latitud;Longitud;LÍNEA DE INVERSIÓN;DENOMINACIÓN LÍNEA DE INVERSIÓN;Gasto ejecutado;Importe 2025;Importe 2026;Importe 2027;Importe 2028;Resto Anualidades;Total previsto;Estado;Observaciones;Url_fotografia;Fecha de los datos;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001256;EDIFICIO C/ ALCALÁ, 45. ADAPTACIÓN A NORMATIVA DE LA INSTALACIÓN DE CLIMATIZACIÓN;2024;2025;;201;CENTRO;CALLE DE ALCALÁ, 45;CALLE;DE ALCALÁ;45;40.41920995118824;-3.6962762248004974;00;INVERSIONES DE CARÁCTER GENERAL;2.670.055,74;4.248.855,00;;;;;6.918.910,74;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001263;COMPLEJO LOGÍSTICO Y PARQUE DE BOMBEROS EN LA CALLE EL REAL DE SAN VICENTE, 61. CONSTRUCCIÓN;2024;2027;;218;VILLA DE VALLECAS;CALLE DE EL REAL DE SAN VICENTE, 61;CALLE ;DE EL REAL DE SAN VICENTE;61;40.3689740571625; -3.633485369039536;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;144.256,02;100.000,00;5.200.000,00;8.191.500,00;;;13.635.756,02;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001299;CENTRO CULTURAL LOS ROSALES. OBRAS DE REFORMA;2024;2026;;217;VILLAVERDE;AVENIDA DE LOS ROSALES, 133;AVENIDA; DE LOS ROSALES;133;40.35086856116693;-3.677233235261326;10;CULTURA;229.358,20;1.500.000,00;205.331,17;;;;1.934.689,37;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001311;PLAZA TIRSO DE MOLINA Y CALLES ALEDAÑAS. REMODELACIÓN Y MEJORA CONFIGURACIÓN DEL ESPACIO URBANO;2025;2026;;201;CENTRO;PLAZA DE TIRSO DE MOLINA;PLAZA; DE TIRSO DE MOLINA;;40.4123337714217;-3.7046808288489075;06;URBANISMO;;2.764.117,00;100.000,00;;;;2.864.117,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001372;APARTAMENTOS PARA MAYORES SAN FRANCISCO, CALLE JERTE, 3. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS;2025;2025;;201;CENTRO;CALLE DE JERTE, 3;CALLE ;DE JERTE;3;40.41079147978397;-3.7155327977559396;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;;3.364.294,00;;;;;3.364.294,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/001429;CENTRO DEPORTIVO SAN BLAS. OBRAS DE REFORMA DEL PABELLÓN ANTONIO MATA;2024;2025;;220;SAN BLAS-CANILLEJAS;AVENIDA DE HELLIN, 47;AVENIDA ;DE HELLIN;47;40.42896595120841;-3.615288161531782;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;8.950,10;2.500.000,00;;;;;2.508.950,10;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004001;CASCO ANTIGUO CARABANCHEL BAJO. REMODELACIÓN INTEGRAL Y MEJORA DE LA ACCESIBILIDAD (ID 19: 15755);2024;2025;;211;CARABANCHEL;PLAZA DE CARABCHEL;PLAZA;DE CARABANCHEL;;40.380583;-3.741028;08;MANTENIMIENTO URBANO;47.834,36;1.580.000,00;;;;;1.627.834,36;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004002;PLAZA EN LA CALLE SAN POL DE MAR. ACTUACIONES DE RECUPERACIÓN (ID 21: 18511);2024;2025;;209;MONCLOA-ARAVACA;CALLE DE SAN POL DE MAR, 6;CALLE;DE SAN POL DE MAR;6;40.423778;-3.727389;08;MANTENIMIENTO URBANO;350.000,04;563.351,00;;;;;913.351,04;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2024/004005;ENTORNO DEL MERCADO NUEVA NUMANCIA. REURBANIZACIÓN Y ORDENACIÓN DEL ESPACIO PÚBLICO (ID 21: 18869);2024;2025;;213;PUENTE DE VALLECAS;;;;;40.39370459675269;-3.65794511309635;06;URBANISMO;991.824,16;843.368,00;;;;;1.835.192,16;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000138;CALLE DE GOYA. OBRAS DE REMODELACIÓN;2025;2027;;204;SALAMANCA;CALLE DE GOYA;CALLE; DE GOYA;;40.4253779732797  ;-3.6874977252567662;06;URBANISMO;;120.000,00;8.000.000,00;6.820.000,00;;;14.940.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000139;PLAZA DE CHAMBERÍ. OBRAS DE RMODELACIÓN;2025;2026;;207;CHAMBERÍ;PLAZA DE CHAMBERÍ;PLAZA; DE CHAMBERÍ;;40.432829504419146  ;-3.6971966378322265;06;URBANISMO;;132.000,00;1.218.000,00;;;;1.350.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000140;PLAZA DEL DOS DE MAYO. OBRAS DE REMODELACIÓN;2025;2026;;201;CENTRO;PLAZA DEL DOS DE MAYO;PLAZA ;DEL DOS DE MAYO;;40.42694897710782 ;-3.7040568348432257;06;URBANISMO;;130.000,00;2.200.000,00;;;;2.330.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000312;PAISAJE DE LA LUZ. BULEVAR DE LA C/ ALCALÁ: PLAZA CIBELES - PLAZA DE LA INDEPENDENCIA. REMODELACIÓN;2025;2026;;203;RETIRO;CALLLE DE ALCALÁ, 50-58;CALLLE;DE ALCALÁ;50-58;40.4197158960838; -3.690830111487092;06;URBANISMO;;1.500.000,00;1.620.000,00;;;;3.120.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000335;CENTRO MUNICIPAL DE URGENCIAS SOCIALES (CEMUS). CONSTRUCCIÓN;2025;2027;;213;PUENTE DE VALLECAS;CALLE DE LOS ARAGONESES C/V AVENIDA DE MIGUEL HERNÁNDEZ;CALLE ;DE LOS ARAGONESES C/V AVENIDA DE MIGUEL HERNÁNDEZ;;40.38144423687468;-3.643293848731727;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;;150.000,00;1.500.000,00;3.500.000,00;;;5.150.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000336;CENTRO DEPORTIVO MUNICIPAL MARQUÉS DE SAMARANCH. AMPLIACIÓN PISTAS PÁDEL;2025;2027;;202;ARGANZUELA;PASEO IMPERIAL, 20;PASEO; IMPERIAL;20;40.407673824448445;-3.717362361873155;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;;150.000,00;1.000.000,00;200.000,00;;;1.350.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000337;CENTRO DE MAYORES Y DÍA LAS ROSAS. CONSTRUCCIÓN;2025;2028;;220;SAN BLAS-CANILLEJAS;CALLE DE KELSINKI, 1 C/V PASEO DE GINEBRA;CALLE ;DE KELSINKI, 1 C/V PASEO DE GINEBRA;;40.42434973620814;-3.602973897093649;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;;150.000,00;1.500.000,00;6.500.000,00;2.000.000,00;;10.150.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000338;CARRETERA DEL BARRIO DE LA FORTUNA. REMODELACIÓN COMO VIARIO URBANO;2025;2026;;210;LATINA;CARRETERA DEL BARRIO DE LA FORTUNA;CARRETERA;DEL BARRIO DE LA FORTUNA;;40.365329817562206 ;-3.7723479311804797;06;URBANISMO;;320.000,00;2.000.000,00;;;;2.320.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000339;PAISAJE DE LA LUZ. PASEO DEL PRADO, DISTRITO DE RETIRO. OBRAS DE REMODELACIÓN;2025;2027;;203;RETIRO;PASEO DEL PRADO;PASEO;DEL PRADO;;40.414296945394 ;-3.693649617431989;06;URBANISMO;;575.000,00;2.960.000,00;990.000,00;;;4.525.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;190;OBRAS Y EQUIPAMIENTOS;2025/000340;PASARELA PEATONAL Y CICLISTA CONEXIÓN ARGANZUELA-CARABANCHEL SOBRE EL RÍO MANZANARES. CONSTRUCCIÓN;2025;2026;;202 (50%) - 211 (50%);ARGANZUELA - CARABANCHEL;;;;;40.40217176894073 ;-3.7218340780521264;07;INFRAESTRUCTURAS;;250.000,00;1.670.000,00;;;;1.920.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;210;DISTRITO DE LATINA;2022/000478;CONEXIÓN PEATONAL CALLES SEPÚLVEDA Y MONSALUPE. MEJORA ACCESIBILIDAD (ID 20: 13124);2023;2025;;210;LATINA;CALLES SEPÚLVEDA, 206 Y MONSALUPE, 6;CALLE;SEPÚLVEDA Y MONSALUPE;206 Y 6;40.401806;-3.752611;07;INFRAESTRUCTURAS;1.355.830,49;500.000,00;;;;;1.855.830,49;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;212;DISTRITO DE USERA;2023/000312;ZONA VERDE EN C/ PRIMITIVA GAÑÁN, DISTRITO USERA. CREACIÓN;2025;2026;;212;USERA;CALLE DE PRIMITIVA GAÑAN, 8-10;CALLE;DE PRIMITIVA GAÑAN;8-10;40.37943;-3.70857;09;MEDIO AMBIENTE;;150.000,00;850.000,00;;;;1.000.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;214;DISTRITO DE MORATALAZ;2022/001256;CAMPO DE RUGBY EN C/FUENTE CARRANTONA S/N, DISTRITO DE MORATALAZ. CONSTRUCCIÓN (ID 19: 11015);2022;2026;;214;MORATALAZ;CALLE DE LA FUENTE CARRANTONA S/N;CALLE;DE LA FUENTE CARRANTONA;S/N;40.41303662611689;-3.6270552320205773;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;1.212.831,35;1.014.794,00;465.206,00;;;;2.692.831,35;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;214;DISTRITO DE MORATALAZ;2025/000073;PARCELA C/ENCOMIENDA PALACIOS,231. ADECUACIÓN ESPACIO PARA RECINTO FERIAL Y EVENTOS;2025;2026;;214;MORATALAZ;CALLE DE LA ENCOMIENDA DE PALACIOS, 231;CALLE;DE LA ENCOMIENDA DE PALACIOS;231;40.399063581414595;-3.635347999999999;10;CULTURA;;100.000,00;2.814.350,00;;;;2.914.350,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;215;DISTRITO DE CIUDAD LINEAL;2024/004007;PARQUE DEPORTIVO TRES LUCES,C/FRANCISCO LARGO CABALLERO Y AV.ARCENTALES.CONSTRUCCIÓN (ID 21: 18880);2024;2026;;215;CIUDAD LINEAL;C/GANDHI CRUCE JOSE ARCONES GIL;CALLE;DE GANDHI CRUCE CALLE DE JOSÉ ARCONES GIL;;40.425008;-3.631938;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;113.397,28;530.000,00;750.000,00;;;;1.393.397,28;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;217;DISTRITO DE VILLAVERDE;2025/000050;COMPLEJO EDIFICIOS NAVAS DE TOLOSA. OBRAS RENATURALIZACIÓN Y REHABILITACIÓN;2025;2027;;217;VILLAVERDE;CALLE DE BENIMAMET, 109;CALLE;DE BENIMAMET;109;40.34487624822848; -3.6860874208527865;00;INVERSIONES DE CARÁCTER GENERAL;;1.350.000,00;2.950.000,00;1.100.000,00;;;5.400.000,00;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;219;DISTRITO DE VICÁLVARO;2024/000421;CAMPO DE FÚTBOL EN EL CAÑAVERAL. CONSTRUCCIÓN;2024;2025;;219;VICÁLVARO;CALLE DE LA IGUALDAD, 41;CALLE;DE LA IGUALDAD;41;40.4074226;-3.5598948;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;499.989,10;875.000,00;;;;;1.374.989,10;EN PROCESO;;;11/04/2025;;
001;AYUNTAMIENTO;219;DISTRITO DE VICÁLVARO;2024/001135;DEPORTIVO BÁSICO EL CAÑAVERAL II. OBRAS DE CONSTRUCCIÓN;2024;2025;;219;VICÁLVARO;CALLE DE LA TOLERANCIA, 22;CALLE;DE LA TOLERANCIA;22;40.40541931971199;-3.5571253646821255;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;45.000,03;1.000.000,00;;;;;1.045.000,03;EN PROCESO;;;11/04/2025;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
